Description,Location,Name,Price,CreatedAt,UpdatedAt,Status,Category,Views,HouseType,LatLng_Lat,LatLng_Lng,Gender
"Vaga feminina em quarto compartilhado em Botafogo, ao lado do metrô.  
Localizado na rua São Clemente, N°107a, próximo a bares, restaurantes, supermercados, ao lado do metrô e bem próximo do Botafogo Praia Shopping. Quarto mobiliado com cama, escrivaninha, cadeira e armários. Procura-se pessoa responsável e organizada. O quarto será dividido como menina tranquila, estudante universitária e que  nesse período de pandemia  quase não tem ficado no apê, por isso precisa-se de alguém confiável.
O apartamento tem mais 2 inquilinos em quartos individuais e as áreas comuns são compartilhadas. O banheiro possui chuveiro a gás e o apartamento também é mobiliado, é só entrar. 
Somos bem tranquilos, gente boa, todos estudantes universitários, e não temos regras malucas, prezamos apenas pelo bom senso e educação de cada um.
O valor é R$ 500,00 + contas (que dão em torno de R$ 100,00, raramente passa disso), o pagamento do aluguel é feito sempre no dia 10. O quarto estará disponível no dia 11 de janeiro.
Não é necessário calção, é só pagar o mês e entrar, mas é obrigatório avisar com UM MÊS de antecedência caso precise deixar o apartamento.  
Contato pelo Whatsapp: 21 99380-4835 - Tainá","Botafogo, Rio de Janeiro - RJ, Brasil",Vaga Feminina em Quarto Duplo - Botafogo,500,2020-12-07 22:19:12.7105633,2020-12-07 22:27:01.2032301,Deleted,1,228,1,-22.9511931,-43.1807842,1
"Que seja organizada  
Fácil acesso p tudo ","São Paulo, SP, Brasil",P moças ,850,2020-12-07 22:49:56.7303027,2020-12-07 22:58:55.7337853,Published,1,794,1,-23.5505199,-46.6333094,1
"Sou personal trainer super de bem com a vida...Moro em um apartamento em frente ao metrô Jabaquara lugar maravilhoso com tudo perto. Estou procurando um mulher do bem para dividir comigo  1400 para cada. Aluguel,condomínio,luz,net e gás. 
Tem piscina, academia, portarias 24 horas.
Rua das grumixamas, vila parque Jabaquara ","Rua das Grumixamas - Parque Jabaquara, São Paulo - SP, Brasil","Dividir apartamento - Arujá, SP",1400,2020-12-07 23:54:52.4225779,2020-12-08 01:24:30.3902499,Published,1,696,1,-23.6493969,-46.6456809,1
"Quarto em ap na tijuca, em ap mobiliado 600 R$ + contas","Tijuca, Rio de Janeiro - RJ, Brasil",Quarto na Tijuca ,600,2020-12-08 18:44:37.6859278,2020-12-08 18:50:05.2903974,Published,0,1176,1,-22.9325728,-43.2410248,0
"Quarto mt bom, com ar-condicionado e armorio. Cozinha comleta e sala de estar compartlihada.","Copacabana, Rio de Janeiro - RJ, Brasil",Alugo 3 quartos em Copacabana,1500,2020-12-08 22:48:12.6733295,2020-12-08 23:07:09.7204013,Published,0,1045,1,-22.9694417,-43.1868448,0
retetrt,Rio-de-Janeiro,rewrrtrt,1000,2020-12-09 23:05:09.9614543,2020-12-09 23:12:01.5942481,Deleted,0,1,0,-22.9068467,-43.1728965,0
xczxczcxz,Rio-de-Janeiro,xcz\zcz,1000,2020-12-09 23:55:05.8853210,2020-12-09 23:56:57.7634858,Deleted,0,1,0,-22.9068467,-43.1728965,0
"Temos 2 quartos individuais disponíveis (de R$1.300,00 a R$1.500,00), com estrutura para estudo ou trabalho. 

Imóvel localizado em uma rua com vizinhança tranquila e com internet. Uma residência familiar, próxima das faculdades ESPM e Belas Artes, dos metrôs Vila Mariana e Ana Rosa e do Parque do Ibirapuera. 

Ótima opção para quem procura quartos individuais com ótima localização e tranquilidade.","Vila Mariana, São Paulo - SP, Brasil",Quarto Individual | Vila Mariana,1300,2020-12-10 14:38:20.0692334,2020-12-10 14:52:52.3143299,Published,0,733,0,-23.589702,-46.6346381,0
"R$ 1.050,00 com todos os gastos inclusos (aluguel, condomínio e conta de água)
ALUGO Apto super bem localizado, no Centro do Rio, Lapa. Perto de tudo: bancos, supermercados, feiras, academias, vasto comércio e muitas opções de transporte. Ponto de ônibus na porta.
Edifício seguro, com portaria e porteiro 24h. Apartamento reformado, de frente e luminoso. Com instalação de ar condicionado e de máquina de lavar.
Direto com o proprietário. Aceito Depósito em Garantia.
Aluguel R$ 1.050,00 com todos os gastos inclusos. Disponibilidade imediata! Para marcar visita entre em contato por: Whatsapp (21) 99674-5209 ou Telefone (21) 2232-3267

","Rua dos Inválidos - Centro, Rio de Janeiro - Estado de Río de Janeiro, Brasil","Conjugado, Lapa - Centro",1050,2020-12-10 15:26:25.3912816,2020-12-15 10:12:13.3901193,Published,0,1270,1,-22.9108201,-43.1851605,0
"Alugo quarto para pessoas de boa vibe, que tenham organização.
A casa é bem grande não precisa se limitar ao quarto.
Regras de convivência serão o bom senso e limpeza, todos se respeitando.
Temos todos os moveis e utensílios.
Espaço ao ar livre
garagem
plantas
pode cozinhar, lavar roupas e secar.
ouvir musica, tocar violão, fazer exercícios,  enfim um LAR .
Respeitar o COVID 19 é uma super regra de convivência..
Alguém que queira morar numa casa, próximo ao metrô 4 ruas, ônibus para zona norte zona sul e zona oeste 

contas inclusas -  só ar condicionado conta excedente da conta de luz  paga por fora quando usar.

objetivo é viver em Paz em um lar...","Tijuca, Rio de Janeiro - RJ, Brasil",ALUGO QUARTOS TENHO 2 - 1 EXTERNO (LOFT) - 1 INTERNO ,1200,2020-12-11 01:01:10.8085460,2020-12-12 15:47:08.1584290,Published,0,1055,0,-22.9325728,-43.2410248,0
"QUARTO  INDIVIDUAL FEMININO NA TIJUCA.
EM FRENTE AO BATALHÃO DO EXÉRCITO: A 5 MIN. DO SHOPPING TIJUCA E A 7 KIN. DO METRÔ SAENS PENA.
INCLUSOS,: ALUGUEL; IPTU; CONDOMÍNIO; GÁS; TV A CABO; WIFI E FAXINA SEMANAL NAS ÁREAS COMUNS DO IMÓVEL.
VISITAS PERMITIDAS COM MODERAÇÃO E BOM SENSO.
INFORMAÇÕES ADICIONAIS - WHATSAPP: (21) 99138-9060. LUIZ FERNANDO.","Rio de Janeiro, RJ, Brasil",ALUGO QUARTO INDIVIDUAL NA TIJUCA !,790,2020-12-11 01:14:33.0986672,2020-12-29 13:25:53.9337473,Inactive,1,328,0,-22.9068467,-43.1728965,1
"Alugo QUARTOS Individuais MOBILIADOS no butantã próximo ao metrô Butantã e USP, Cozinha e lavanderia compartilhada e banheiros 
Valor 550 incluso agua Luz e Internet 
Zap 11983746459 Ricardo ","Butantã, São Paulo - SP, Brasil",QUARTO MOBILIADOS NO BUTANTÃ ,550,2020-12-11 08:21:57.9531333,2020-12-11 08:38:07.1183929,Published,0,749,0,-23.5634872,-46.7210095,0
"Alugo quarto individual, de frente, bem arejado, rua tranquila.

NÃO FUMANTE!

POR FAVOR, Pessoas do BEM, boa energia, e com MUITO BOM SENSO!!! Não se trata de República, tem apenas 2 pessoas, que moram no mesmo apartamento. Pode utilizar também a sala e cozinha.

Cama de casal com colchão ortopédico, ventilador de teto, armário e wifi, Velocidade 200MG

Tem que gostar de Pet! 💖

Próximo ao Copacabana Palace, 1 quadra da praia e 1 quadra do metrô da Praça Cardeal Arcoverde. Vasto comércio.😍😍😍
","Rio de Janeiro, RJ, Brasil",Quarto Individual em Copacabana,1250,2020-12-12 00:05:02.8456796,2020-12-12 00:20:10.6070423,Published,1,1282,1,-22.9068467,-43.1728965,1
sdad sadsa sda,Rio-de-Janeiro,test,1000,2020-12-14 14:56:41.7657439,2020-12-14 15:01:59.9669695,Deleted,2,2,1,-22.9068467,-43.1728965,2
"Casa em vila pequena, 3 andares muito espaço perto de tudo lugar familiar e acolhedor. O preço já inclui todas as taxas.","Niterói, RJ, Brasil",Pensionato Feminino,400,2020-12-16 16:13:17.0917218,2020-12-17 04:17:14.2227512,Published,1,795,0,-22.8859267,-43.1152587,1
kjlkjll,Rio-de-Janeiro,kjkjkj,1000,2020-12-17 20:23:16.4465479,,Deleted,0,3,0,-22.9068467,-43.1728965,0
"🙋🏼‍♀️Olá bem caloroso a você me chamo Patrícia do Conexão Hostel, prazer🙏🏻🌻 
Gostaria de avisar à você  interessado em vagas compartilhada que estamos aberto e funcionando para lhe receber.

Estamos pertinho do metrô São Bento, Galeria do Rock, Mercado Municipal, shopping Light, do lado da 25 de Março e Santa Efigênia. 

O ambiente é simplesmente familiar e acolhedor, São assim que as pessoas que ficam aqui conosco se sentem, porque gostamos de morar e conhecer pessoas novas  e do bem e que curte dividir sua companhia e sua amizade com outras pessoas no mesmo ambiente. 🥰🌻😇
Nosso lema é Paz Amor e Reciprocidade Sempre 🙏🏻🌻❤️🦋🙌🏻

Veja As Formas de Estadias Que Melhor Lhe Agrada:
Mensal: R$ 500
Quinzena: R$ 300
Semana: R$175
Diária: R$30

Adoraríamos lhe conhecer, segue nosso WhatsApp:(11)93290-7966","Rua Brigadeiro Tobias - Centro Histórico de São Paulo, São Paulo - SP, Brasil","Diárias R$30,  Hostel, República, Alojamento, C WiFi, 5min do Metrô São Bento ",30,2020-12-20 13:39:16.1352268,2020-12-20 14:37:47.7641507,Published,2,464,1,-23.539384,-46.6350407,2
"Temos vagas para moças em quarto INDIVIDUAL ou quartos duplo em apt na Pelinca próximo do IFF, Isecensa, Universo , UCAM e Cursinhos ( Foco, Alpha, PH ...).
Prédio com 2 apts de 3 quartos cada somente para moças .
Quarto  com camas box, guarda roupa individual, escrivaninha e cortina.
Copa com estante, geladeira e mesa paras refeições.
Cozinha com fogão, microondas, liquidificador, sanduicheira, cafeteira .
Valor fixo por mês com todas contas inclusas e  wi fi incluindo manutenção.
Venha nos fazer 🙋🏽‍♀️🙋🏻‍♀️
Contato (22)997722063 Lídia Toledo
Valor promocional no período de Pandemia!!","Parque Avenida Pelinca, Campos dos Goytacazes - RJ, Brasil",Vaga para moças em quarto individual na Pelinca em Campos dos Goytacazes,600,2020-12-21 02:05:19.5063544,2021-01-04 12:26:43.9669771,Published,1,274,1,-21.7604812,-41.3320547,1
"Hey...Já se imaginou morando em um Apartamento Temático? É isso mesmo! A GKS Studios criou um Ambiente mágico e divertido pra toda família. Se você acredita em Magia, este é o lugar certo pra Você!
A Sala de Estar do GKS Castle, inclui uma TV de 47’’ e um Sofá embutido, para transformar-se em seu Cinema 3D particular. 
Já a Sala de Jantar possui uma Temática Medieval, com 3 Cenários de Iluminação, um Aquário de Parede, Cardápio e Canecas Interativas (Opcional) para se divertir com toda a Família
Além disso, Você ainda você terá a Experiência do Castle Bar, com um Balcão temático e Som Ambiente para curtir seus Drinks ao seu Som favorito com os Amigos. 
Já a Cozinha do Castle Flat, vem com Geladeira Frost Free, Fogão, Liquidificador, Chaleira e Torradeira Elétrica, Sanduicheira,  Armários Embutidos, Copos, Pratos e Talheres Provençais. Tudo pronto, pra você só chegar e Cozinhar! 
A Lavanderia por sua vez, além de já possuir uma Máquina de Lavar, irá transformar-se também em sua área de relaxamento, com uma Fonte de Água, Deck de Madeira e uma Banheira para suas Crianças curtirem dias Quentes de Verão e noites Frias de Inverno.  
O Banheiro, é claro que também é todo medieval, com uma parede toda espelhada, deck antiderrapante e piso 3D
O Quarto de Hóspedes possui Guarda-Roupas, Cama de Solteiro e pode ser adaptado também para virar seu Home Office, com uma Mesa para Computador e Quadro Branco
Já no Corredor, você tem uma amostras das Soluções da GKS Studios, como o Quadro Vivo, o Mensageiro e a Lua Mágica. 
E chegando no Quarto de Casal você irá se deparar com outro Universo, “O Nascer da Lua”representando a próxima Temporada da GKS Studios...Com uma Cama King Size, Guarda-Roupa para Casal, Criado Mudo e um Telão Elétrico para seu Projetor. E aí, gostou? Então o que está esperando? venha fazer parte da Família GKS você também!
","Rua Antônio Júlio dos Santos - Fazenda Morumbi, São Paulo, Brasil","APARTAMENTO TEMÁTICO GKS CASTLE - MORUMBI, SP",1500,2020-12-22 14:55:52.4042703,2020-12-22 16:05:47.2361188,Published,0,738,1,-23.608736,-46.7255864,0
"[ALUGA-SE QUARTO INDIVIDUAL] - Bela Vista

Olá, meninas!

Temos uma vaga feminina para entrada a partir de 20 de janeiro.
Não somos república! Moraríamos em 3 no total, cada uma com seu quarto.

Estamos localizadas na Bela Vista, há três quarteirões da estação Brigadeiro e há 10 minutinhos a pé da São Joaquim. Temos de TUDO aqui perto: mercados, padarias, shoppings, academias, restaurantes, samba da treze, Mundo Pensante (mas esses últimos só pra depois da pandemia hehe). Basicamente, tem o que for pra todo tipo de gosto e tudo no máximo 20min a pé.

O apartamento é grande, bem aconchegante, com 3 quartos, 1 banheiro completo, 2 lavabos, quartinho de bagunça e sala, cozinha e área de serviço com tudo que é preciso.

O aluguel + condo + IPTU fica em torno de R$ 1200 e as contas uma média de R$ 150 para cada.

Fiquem à vontade para me chamar no privado, temos um vídeo do apartamento que posso mandar no privado. Por conta da pandemia, nossa ideia é, inicialmente, fazer uma ligação por vídeo para nos conhecermos e fazer um tour virtual.

Obs: No quarto ficará apenas a cama que está nas fotos. 

Muito obrigada!",São Paulo,Aluguel quarto individual feminino - Bela Vista,1200,2020-12-23 02:30:30.5458030,2021-01-04 23:31:22.4437799,Deleted,1,71,1,-23.5505199,-46.6333094,1
"ola Tenho 1 quarto disponivel,  espaçoso com  banheiro privativo , cama nova , armario novo nunca utilizados, localizado no bairro do Planalto Paulista em rua arborizada e silenciosa com vigia noturno,a 15 min do metro praca da arvore a pe, e acesso a 100 metros de conduçao,ao lado de Moema , proximo ao aeroporto de congonhas e parque do Ibirapuera, situado paralela a av indianopolis. Sem Condominio - Iptu incluso.
quarto: Com cama box de casal , armario , criado mudo e abajur
incluso: agua, luz  Wi Fi
Não possui estacionamento 
Não há necessidade de depósito como garantia 
valor R$1000 mes para 1 pessoa ","Av. Piassanguaba - Planalto Paulista, São Paulo - SP, Brasil",Aluguel de quarto em vila tranquila,1000,2020-12-23 03:14:21.6870213,2020-12-23 03:25:50.3927807,Deleted,0,637,0,-23.6158458,-46.6468528,0
"*.*.*.*.*  VAGA FEMININA  *.*.*.*.*

Aluguel de um quarto e banheiro, com direito a usar todo o AP 

Estrada dos bandeirantes, 2min da portaria 1 da Globo, próximo a comércios e supermercados, ponto de ônibus na porta do condomínio (20min da praia, 10min do shopping, 5min do Rio Centro)
Condomínio fechado, elevadores, portaria 24h, piscina, salão de festa, churrasqueiras, academia.
 

*O quarto  vem com armários planejados, prateleiras, cama de solteiro, ventilador de teto.  

*O banheiro é  social e será  de uso exclusivo  da menina que alugar.

*Ap todo mobilhado, com varanda ampla, 17° andar, vista livre.

*aceito visitas (com bom senso)

*aceito animais pequeno porte. (Obs.! Não  aceito animais em cima de móveis como mesa ou balcão  da cozinha) 


Quero alguém para dividir as contas e que seja uma amiga para compartilharmos os momentos que estivermos juntas no AP.
Valor 950,00  +   divisão  das contas (água, luz, gás e condomínio, internet)

Sem regras malucas

**Disponível a partir  março**

","Estrada dos Bandeirantes - Jacarepaguá, Rio de Janeiro - RJ, Brasil",Vaga FEMININA ,950,2020-12-27 00:00:03.3157088,2020-12-27 00:08:43.5434569,Published,1,1416,1,-22.9662869,-43.4117708,1
"Alugo Suite mobiliado em Copacabana rua saint roman 167 taxas inclusas internet, cozinha, lavanderia, banheiro, pode receber visita 995691995",Rio-de-Janeiro,Alugo Suite mobiliado em Copacabana taxas inclusas ,1000,2020-12-27 14:35:49.3091727,2020-12-27 14:39:02.4916702,Deleted,0,1366,0,-22.9068467,-43.1728965,0
"Alugo Quarto individual taxas inclusas internet, cozinha, lavanderia, banheiro, pode receber visita na rua saint roman 167 essa rua começa em Copacabana e termina em Ipanema  995691995",Rio-de-Janeiro,Alugo Quarto individual taxas inclusas Copacabana ,900,2020-12-27 14:39:43.3643575,2020-12-27 14:43:35.8834431,Deleted,0,955,0,-22.9068467,-43.1728965,0
"Alugo Quarto individual 700 taxas inclusas internet, cozinha, lavanderia, banheiro, pode receber visita na rua saint roman 167 essa rua começa em Copacabana e termina em Ipanema 995691995",Rio-de-Janeiro,Alugo Quarto individual 700 taxas inclusas Copacabana ,700,2020-12-27 14:43:54.9440528,2020-12-27 14:46:37.8338965,Deleted,0,882,0,-22.9068467,-43.1728965,0
700+ contas( uns 200 por mês),"Botafogo, Rio de Janeiro - RJ, Brasil",Dependência,700,2020-12-28 03:09:49.8504211,2020-12-28 05:24:45.7092003,Published,1,918,1,-22.9511931,-43.1807842,1
"Bom dia, gostaria de saber se você pudesse dar uma olhada nos nossos anúncios e se interessar, gostaríamos que nos visitássemos .

Suíte com closet, smart tv 42"", ar condicionado( caso queira usar haverá um acordo devido o aumento da conta de luz), wifi 240 megas, ventilador de teto.

Possui garagem dentro do prédio

diarista de 15 em 15 dias para limpeza da área em comum

Permitido o uso de todas as áreas em comum.

Permitido fumar apenas no quarto.

Pontos turísticos: Corcovado 1,9 km, Aterro 1,5 km, Pão de Açúcar 6,0 km, Copacabana 6,0 km

Transportes próximos: Metrô L. do Machado 1 km, ponto de taxi em frente ao prédio, ponto de ônibus 100metros.

Em um raio de 300m:
  3 Supermercados
  2 Hortifrútis
  3 Farmácias
  1 Papelaria

OBS: casal terá um adicional de R$600,00


","Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ, Brasil",Suíte em laranjeiras com vaga na garagem contas incluídas no valor solteiro - (aceitamos casal com um adicional R$600.00),1900,2020-12-28 12:46:10.4254543,2021-08-12 11:26:39.4321389,Published,0,496,1,-22.934498,-43.1875152,0
"Quarto com cama casal, armário, smart tv 42 4k, AR CONDICIONADO SEM LIMITE DE TEMPO PARA O USO, wifi 120 megas, directv go, e ventilador de teto. 

Empregada uma vez por semana responsável pela limpeza roupas

Permitido o uso de todas as áreas em comum.

Banheiro compartilhado.

Permitido fumar apenas no quarto.

Pontos turísticos: Corcovado 1,9 km, Aterro 1,5 km, Pão de Açúcar 6,0 km, Copacabana 6,0 km

Transportes próximos: Metrô L. do Machado 1 km, ponto de taxi em frente ao prédio, ponto de ônibus 100metros.

Em um raio de 300m:
3 Supermercados
2 Hortifrútis
3 Farmácias
1 Papelaria
1 Padaria","Rua das Laranjeiras - Laranjeiras, Rio de Janeiro - RJ, Brasil",Quarto em laranjeiras com contas inclusas - aceitamos casal ou solteiro,2200,2020-12-28 13:08:20.2226860,2021-05-09 17:32:34.8038529,Inactive,0,806,1,-22.934498,-43.1875152,0
"Tá procurando um cantinho pra chamar de seu no coração de Ipanema? Então vc chegou no anúncio certo!
A dependência tem estante, armário embutido e cama de solteiro. Além disso vc tem direito em usar todos os cômodos, nosso novo co-working que chamávamos de sala com Wi-Fi fibra de 300 mega, cozinha, área de serviço.
Temos porteiro 24h, pertinho da praia, metrô, ônibus, e vários mercados pra vc escolher!
Além de roommates cheirosas, vegetarianas, contra Bolsonaro, antirracistas, LGBTTQIA+friendly e amantes de plantinhas <3
Estamos em 3 e procuramos uma menina pra compor a casa e se sentir aconchegada no nosso lar.
Lola e Zuzu, nossas gatas, vão amar mais alguém pra encher o potinho delas de ração.
Não perde tempo, me chama aí no chat, vamos conversar!

Obs.: O espaço ainda vai passar por uma melhoria pra ficar mais lindão pra quem vier morar conosco!","Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ, Brasil",Dependência individual em Ipanema,800,2020-12-28 14:08:11.1142706,2020-12-29 12:31:22.5222986,Deleted,1,556,1,-22.9842369,-43.2049725,1
"Boa noite, Alugo Quarto em Laranjeiras com cama solteiro, armário, escrivaninha, wifi 250 megas e ventilador de teto.

Maquina de lavar roupas

Diarista de 15 em 15 dias encarregada de limpeza da área em comum da casa.

Permitido o uso de todas as áreas em comum.

Banheiro compartilhado.

Permitido fumar apenas no quarto.

Pontos turísticos: Corcovado 1,9 km, Aterro 1,5 km, Pão de Açúcar 6,0 km, Copacabana 6,0 km

Transportes próximos: Metrô L. do Machado 1 km, ponto de taxi em frente ao prédio, ponto de ônibus 100metros.

Em um raio de 300m:
  Supermercados
  Hortifrútis
  Farmácias
  Papelaria
  Padaria

contato (21)98848-4787 (leonardo)
 
valor R$1200,00 com contas inclusa","Laranjeiras, Rio de Janeiro - RJ, Brasil",Quarto com empregada e contas inclusas.,1200,2020-12-29 19:31:07.9714293,2021-04-27 22:02:44.4960795,Inactive,0,75,1,-22.9332067,-43.18473,0
quarto todo mobiliado  reformado decorado em casa de família com ventilador nó teto cozinha toda equipada  com 2 banheiros   com água luz tv cabo internet próximo dos Bombeiros da Penha ônibus pra todos Barrios Brt trem comércio farto com supermercados farmácias padarias lanchonetes bares Bancos é hotfrutri  zap Marcos 969025980 500 Reais,Rio-de-Janeiro,Quarto em casa de família,500,2020-12-30 07:43:23.8941314,2020-12-30 07:50:30.2346553,Published,0,1595,0,-22.9068467,-43.1728965,0
Apto na Tijuca Simples prox Metrô Afonso Pena e Metrô São Francisco Xavier,Rio-de-Janeiro Tijuca,Vaga Tijuca,400,2021-01-01 15:08:22.4638851,,Inactive,0,3,1,-22.9325728,-43.2410248,0
"Vagas para moças em quarto ou DUPLO na Pelinca próximo IFF, ISECENSA, Universo , UCAM, Cursinho ( Foco, Alpha, PH).
Todas contas inclusas: água, luz, gás, IPTU, aluguel, condomínio, wi fi. 
São dois apt em um prédio no coração da Pelinca próximo do IFF. 
Cada apt com 3 quartos . Somente moram moças neste prédio.
Apts todo mobiliado. 
Quartos com cama, guarda roupa, cortina e escrivaninha. 
Cozinha com armários, fogão, microondas, liquidificador, sanduicheira, cafeteira. 
Área de serviço.
Copa com mesa, estante com tv e geladeira .
Tb temos impressora e ferro de passar roupa.

 Pronto para morar.
Administro tudo. 
Valor fixo por mês .","Av. Pelinca - Parque Tamandaré, Campos dos Goytacazes - RJ, Brasil",Vaga para moças em quarto duplo na Pelinca em Campos dos Goytacazes,500,2021-01-04 00:46:06.0549779,2021-01-04 12:26:42.7103487,Published,1,48,1,-21.7581795,-41.3363596,1
"Vagas para moças em quarto ou DUPLO na Pelinca próximo IFF, ISECENSA, Universo , UCAM, Cursinho ( Foco, Alpha, PH).
Todas contas inclusas: água, luz, gás, IPTU, aluguel, condomínio, wi fi. 
São dois apt em um prédio no coração da Pelinca próximo do IFF. 
Cada apt com 3 quartos . Somente moram moças neste prédio.
Apts todo mobiliado. 
Quartos com cama, guarda roupa, cortina e escrivaninha. 
Cozinha com armários, fogão, microondas, liquidificador, sanduicheira, cafeteira. 
Área de serviço.
Copa com mesa, estante com tv e geladeira .
Tb temos impressora e ferro de passar roupa.

 Pronto para morar.
Administro tudo. 
Valor fixo por mês .","Av. Pelinca - Parque Tamandaré, Campos dos Goytacazes - Rio de Janeiro, Brasil",Vaga para moças em quarto triplo na Pelinca em Campos dos Goytacazes,400,2021-01-04 01:02:09.5290168,2021-01-04 01:06:33.3668022,Published,0,142,1,-21.7581795,-41.3363596,0
"Olá, meninas! 

Estamos procurando alguém para dividir o apartamento com a gente:

✅ O quarto é individual, grande, arejado e possui um armário bem espaçoso. 

✅ O apartamento já está mobiliado e fica em Icaraí, na Rua Ministro Otávio Kelly, altura do Campo de São Bento.

✅ O valor do aluguel é de R$ 710 reais mensais/pessoa (aluguel, condomínio e IPTU). 
As contas são divididas igualmente e ficam em torno de R$ 150 reais mensais/pessoa (gás, faxina, internet, luz).

✅ O apartamento é próximo de supermercado, padaria, farmácia, pontos de ônibus, restaurantes e hospital.

Somos duas meninas no ap (3 quartos) e procuramos alguém que tenha uma dinâmica de vida parecida conosco - trabalhe e/ou estude. 

Vivemos num ambiente tranquilo, organizado e visitas são bem vindas. 🍃","Rua Ministro Otávio Kelly - Icaraí, Niterói - Rio de Janeiro, Brasil",Quarto individual - Icaraí - Niterói - contas inclusas,860,2021-01-06 11:31:29.4164922,2021-01-06 11:49:06.8016387,Published,1,801,1,-22.9052422,-43.1027282,1
,,,0,2021-01-06 14:59:13.5092680,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-06 16:49:08.2762461,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-07 00:41:03.3265754,,Inactive,0,0,0,nan,nan,0
,"Rio de Janeiro, RJ, Brasil",,0,2021-01-07 19:32:35.4037527,,Inactive,0,0,1,-22.9068467,-43.1728965,0
,,,0,2021-01-07 19:36:23.1632307,,Inactive,0,0,0,nan,nan,0
,Rio-de-Janeiro,,0,2021-01-08 10:47:18.7047433,,Deleted,0,2,0,-22.9068467,-43.1728965,0
"Alugo quarto individual em Apartamento em Santa Teresa, esquina com o Largo do Curvelo, 10 min da estação Glória do Metrô Rio e 5 minutos da Lapa e escadaria Selaron

Outras áreas da Casa são de uso compartilhado

🏳️‍🌈 LGBT Friendly - São bem vindos 💕

Valor do Aluguel R$ 800 + Luz e Wifi Divididos junto com os outros 2 moradores.

Água e Gás incluso já 

Cama é de casal, o preço é pra uma pessoa, para casais, favor verificar descontos e valores.

Mais informações meu whatsapp: 21 975335902","Rua Bernardino dos Santos - Santa Teresa, Rio de Janeiro - RJ, Brasil",Aluguel de Quarto Mobiliado 🏳️‍🌈,800,2021-01-08 14:13:40.4284557,2021-01-08 14:51:54.0992554,Deleted,2,601,1,-22.9198548,-43.1828996,2
"Quarto individual para aluguel temporário em Botafogo com entrada a partir do dia 11/01. No valor não está incluso o valor das contas  mensais (internet, energia e gás) que ficam em torno de 70 reais para cada um. O apartamento é mobiliado e se localiza na rua São Clemente 107a, a melhor localidade de botafogo próximo ao metrô, shopping, praia, supermercados e comércio. O prédio possui elevador e portaria 24h. 
No apartamento moram 3 moças com idades entre 19 e 25 anos.
O quarto é mobiliado com sofá cama, guarda-roupas, ventilador de teto, estante e uma escrivaninha (nova - não representada nas fotos).
Não é necessário calção, fiador ou seguro fiança. 
Obs: prazo de tempo (meses) a combinar","Rua São Clemente - Botafogo, Rio de Janeiro - RJ, Brasil",Quarto Temporário em Botafogo,800,2021-01-08 17:01:13.6365715,2021-01-08 17:04:31.7325929,Deleted,0,566,1,-22.9497298,-43.1897674,0
"-Plano mensal com conforto, em suíte individual com tudo incluso, água, luz, internet wi fi, limpeza 1 x por semana e roupa de cama.
O quarto é composto por tv, internet, cama, guarda roupa, escrivaninha, ventilador e frigobar.
Nosso site: www.pousadaehostelsaopaulo.com.br","São Paulo, SP, Brasil",Aluguel mensal em suítes Pousada SP- Pinheiros ,1800,2021-01-08 17:14:33.6436930,2021-01-08 17:25:27.3028036,Published,0,717,0,-23.5505199,-46.6333094,0
,,,0,2021-01-08 19:37:49.0909190,,Inactive,0,0,0,nan,nan,0
,Rio-de-Janeiro,,0,2021-01-09 00:27:16.2971239,,Inactive,0,0,0,-22.9068467,-43.1728965,0
,,,0,2021-01-09 16:24:42.8831169,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-10 06:01:54.6226181,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-10 14:54:36.9977084,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-10 17:03:25.1126060,,Inactive,0,0,0,nan,nan,0
,,,0,2021-01-11 02:01:11.9142451,,Inactive,0,0,0,nan,nan,0
